elution_time,intensity
1.100000000000000006e-01,-4.000000000000000083e-02
1.116700000000000054e-01,-2.900000000000000147e-02
1.133300000000000002e-01,-1.600000000000000033e-02
1.150000000000000050e-01,-2.100000000000000130e-02
1.166699999999999959e-01,-3.799999999999999906e-02
1.183300000000000046e-01,-2.800000000000000058e-02
1.199999999999999956e-01,-1.099999999999999936e-02
1.216700000000000004e-01,-1.099999999999999936e-02
1.233299999999999952e-01,-2.699999999999999969e-02
1.250000000000000000e-01,-2.100000000000000130e-02
1.266700000000000048e-01,-1.099999999999999936e-02
1.283299999999999996e-01,-1.299999999999999940e-02
1.300000000000000044e-01,-2.500000000000000139e-02
1.316700000000000093e-01,-2.000000000000000042e-02
1.333300000000000041e-01,-8.000000000000000167e-03
1.350000000000000089e-01,-1.400000000000000029e-02
1.366700000000000137e-01,-2.699999999999999969e-02
1.383300000000000085e-01,-2.000000000000000042e-02
1.400000000000000133e-01,-1.000000000000000021e-02
1.416699999999999904e-01,-1.200000000000000025e-02
1.433300000000000129e-01,-2.400000000000000050e-02
1.449999999999999900e-01,-2.000000000000000042e-02
1.466699999999999948e-01,-7.000000000000000146e-03
1.483299999999999896e-01,-6.000000000000000125e-03
1.499999999999999944e-01,-1.899999999999999953e-02
1.516699999999999993e-01,-1.799999999999999864e-02
1.533299999999999941e-01,-3.000000000000000062e-03
1.549999999999999989e-01,-4.000000000000000083e-03
1.566700000000000037e-01,-1.700000000000000122e-02
1.583299999999999985e-01,-1.600000000000000033e-02
1.600000000000000033e-01,-3.000000000000000062e-03
1.616700000000000081e-01,-3.000000000000000062e-03
1.633300000000000030e-01,-1.499999999999999944e-02
1.650000000000000078e-01,-1.299999999999999940e-02
1.666700000000000126e-01,-2.000000000000000042e-03
1.683300000000000074e-01,-4.000000000000000083e-03
1.700000000000000122e-01,-1.700000000000000122e-02
1.716699999999999893e-01,-1.899999999999999953e-02
1.733300000000000118e-01,-5.000000000000000104e-03
1.749999999999999889e-01,-4.000000000000000083e-03
1.766699999999999937e-01,-1.600000000000000033e-02
1.783299999999999885e-01,-2.000000000000000042e-02
1.799999999999999933e-01,-6.000000000000000125e-03
1.816699999999999982e-01,-4.000000000000000083e-03
1.833299999999999930e-01,-1.899999999999999953e-02
1.849999999999999978e-01,-2.299999999999999961e-02
1.866700000000000026e-01,-8.999999999999999320e-03
1.883299999999999974e-01,-6.000000000000000125e-03
1.900000000000000022e-01,-1.400000000000000029e-02
1.916700000000000070e-01,-1.700000000000000122e-02
1.933300000000000018e-01,-2.000000000000000042e-03
1.950000000000000067e-01,0.000000000000000000e+00
1.966700000000000115e-01,-1.000000000000000021e-02
1.983300000000000063e-01,-1.700000000000000122e-02
2.000000000000000111e-01,-4.000000000000000083e-03
2.016699999999999882e-01,-2.000000000000000042e-03
2.033300000000000107e-01,-1.099999999999999936e-02
2.049999999999999878e-01,-2.000000000000000042e-02
2.066699999999999926e-01,-8.000000000000000167e-03
2.083299999999999874e-01,-4.000000000000000083e-03
2.099999999999999922e-01,-1.200000000000000025e-02
2.116699999999999970e-01,-1.099999999999999936e-02
2.133299999999999919e-01,6.000000000000000125e-03
2.149999999999999967e-01,1.000000000000000021e-02
2.166700000000000015e-01,3.000000000000000062e-03
2.183299999999999963e-01,-6.000000000000000125e-03
2.200000000000000011e-01,7.000000000000000146e-03
2.216700000000000059e-01,1.000000000000000021e-02
2.233300000000000007e-01,-2.000000000000000042e-03
2.250000000000000056e-01,-1.000000000000000021e-02
2.266700000000000104e-01,5.000000000000000104e-03
2.283300000000000052e-01,7.000000000000000146e-03
2.300000000000000100e-01,-1.000000000000000021e-03
2.316699999999999871e-01,-5.000000000000000104e-03
2.333300000000000096e-01,8.999999999999999320e-03
2.349999999999999867e-01,8.999999999999999320e-03
2.366699999999999915e-01,-4.000000000000000083e-03
2.383299999999999863e-01,-1.299999999999999940e-02
2.399999999999999911e-01,2.000000000000000042e-03
2.416699999999999959e-01,8.000000000000000167e-03
2.433299999999999907e-01,-2.000000000000000042e-03
2.449999999999999956e-01,-1.299999999999999940e-02
2.466700000000000004e-01,4.000000000000000083e-03
2.483299999999999952e-01,8.999999999999999320e-03
2.500000000000000000e-01,-1.000000000000000021e-03
2.516700000000000048e-01,-1.299999999999999940e-02
2.533299999999999996e-01,0.000000000000000000e+00
2.550000000000000044e-01,5.000000000000000104e-03
2.566700000000000093e-01,-5.000000000000000104e-03
2.583300000000000041e-01,-1.600000000000000033e-02
2.600000000000000089e-01,-3.000000000000000062e-03
2.616700000000000137e-01,5.000000000000000104e-03
2.633300000000000085e-01,-1.000000000000000021e-03
2.650000000000000133e-01,-8.000000000000000167e-03
2.666700000000000181e-01,4.000000000000000083e-03
2.683300000000000129e-01,8.999999999999999320e-03
2.700000000000000178e-01,5.000000000000000104e-03
2.716700000000000226e-01,-4.000000000000000083e-03
2.733300000000000174e-01,1.000000000000000021e-02
2.750000000000000222e-01,1.899999999999999953e-02
2.766700000000000270e-01,1.200000000000000025e-02
2.783300000000000218e-01,0.000000000000000000e+00
2.800000000000000266e-01,1.299999999999999940e-02
2.816699999999999759e-01,1.899999999999999953e-02
2.833300000000000263e-01,6.000000000000000125e-03
2.849999999999999756e-01,-8.999999999999999320e-03
2.866699999999999804e-01,1.000000000000000021e-03
2.883299999999999752e-01,7.000000000000000146e-03
2.899999999999999800e-01,0.000000000000000000e+00
2.916699999999999848e-01,-1.000000000000000021e-02
2.933299999999999796e-01,1.000000000000000021e-03
2.949999999999999845e-01,1.000000000000000021e-02
2.966699999999999893e-01,7.000000000000000146e-03
2.983299999999999841e-01,-2.000000000000000042e-03
2.999999999999999889e-01,1.000000000000000021e-02
3.016699999999999937e-01,2.100000000000000130e-02
3.033299999999999885e-01,1.799999999999999864e-02
3.049999999999999933e-01,4.000000000000000083e-03
3.066699999999999982e-01,1.000000000000000021e-02
3.083299999999999930e-01,2.100000000000000130e-02
3.099999999999999978e-01,1.700000000000000122e-02
3.116700000000000026e-01,4.000000000000000083e-03
3.133299999999999974e-01,1.099999999999999936e-02
3.150000000000000022e-01,2.199999999999999872e-02
3.166700000000000070e-01,1.799999999999999864e-02
3.183300000000000018e-01,4.000000000000000083e-03
3.200000000000000067e-01,8.000000000000000167e-03
3.216700000000000115e-01,1.600000000000000033e-02
3.233300000000000063e-01,1.200000000000000025e-02
3.250000000000000111e-01,2.000000000000000042e-03
3.266700000000000159e-01,8.000000000000000167e-03
3.283300000000000107e-01,2.199999999999999872e-02
3.300000000000000155e-01,1.799999999999999864e-02
3.316700000000000204e-01,2.000000000000000042e-03
3.333300000000000152e-01,7.000000000000000146e-03
3.350000000000000200e-01,1.799999999999999864e-02
3.366700000000000248e-01,1.499999999999999944e-02
3.383300000000000196e-01,5.000000000000000104e-03
3.400000000000000244e-01,1.200000000000000025e-02
3.416699999999999737e-01,2.500000000000000139e-02
3.433300000000000241e-01,2.000000000000000042e-02
3.449999999999999734e-01,6.000000000000000125e-03
3.466699999999999782e-01,8.000000000000000167e-03
3.483299999999999730e-01,1.899999999999999953e-02
3.499999999999999778e-01,1.899999999999999953e-02
3.516699999999999826e-01,4.000000000000000083e-03
3.533299999999999774e-01,8.000000000000000167e-03
3.549999999999999822e-01,2.199999999999999872e-02
3.566699999999999871e-01,2.199999999999999872e-02
3.583299999999999819e-01,1.099999999999999936e-02
3.599999999999999867e-01,1.099999999999999936e-02
3.616699999999999915e-01,2.500000000000000139e-02
3.633299999999999863e-01,2.299999999999999961e-02
3.649999999999999911e-01,7.000000000000000146e-03
3.666699999999999959e-01,6.000000000000000125e-03
3.683299999999999907e-01,1.600000000000000033e-02
3.699999999999999956e-01,1.700000000000000122e-02
3.716700000000000004e-01,4.000000000000000083e-03
3.733299999999999952e-01,4.000000000000000083e-03
3.750000000000000000e-01,1.499999999999999944e-02
3.766700000000000048e-01,1.700000000000000122e-02
3.783299999999999996e-01,8.000000000000000167e-03
3.800000000000000044e-01,8.999999999999999320e-03
3.816700000000000093e-01,2.299999999999999961e-02
3.833300000000000041e-01,2.299999999999999961e-02
3.850000000000000089e-01,8.000000000000000167e-03
3.866700000000000137e-01,4.000000000000000083e-03
3.883300000000000085e-01,1.600000000000000033e-02
3.900000000000000133e-01,1.499999999999999944e-02
3.916700000000000181e-01,-1.000000000000000021e-03
3.933300000000000129e-01,-3.000000000000000062e-03
3.950000000000000178e-01,1.200000000000000025e-02
3.966700000000000226e-01,1.700000000000000122e-02
3.983300000000000174e-01,7.000000000000000146e-03
4.000000000000000222e-01,4.000000000000000083e-03
4.016700000000000270e-01,1.799999999999999864e-02
4.033300000000000218e-01,2.000000000000000042e-02
4.050000000000000266e-01,1.000000000000000021e-02
4.066699999999999759e-01,8.999999999999999320e-03
4.083300000000000263e-01,2.500000000000000139e-02
4.099999999999999756e-01,2.400000000000000050e-02
4.116699999999999804e-01,1.099999999999999936e-02
4.133299999999999752e-01,7.000000000000000146e-03
4.149999999999999800e-01,2.199999999999999872e-02
4.166699999999999848e-01,2.500000000000000139e-02
4.183299999999999796e-01,1.200000000000000025e-02
4.199999999999999845e-01,7.000000000000000146e-03
4.216699999999999893e-01,1.799999999999999864e-02
4.233299999999999841e-01,2.000000000000000042e-02
4.249999999999999889e-01,1.200000000000000025e-02
4.266699999999999937e-01,4.000000000000000083e-03
4.283299999999999885e-01,1.700000000000000122e-02
4.299999999999999933e-01,1.899999999999999953e-02
4.316699999999999982e-01,6.000000000000000125e-03
4.333299999999999930e-01,-2.000000000000000042e-03
4.349999999999999978e-01,1.299999999999999940e-02
4.366700000000000026e-01,1.799999999999999864e-02
4.383299999999999974e-01,8.999999999999999320e-03
4.400000000000000022e-01,4.000000000000000083e-03
4.416700000000000070e-01,1.799999999999999864e-02
4.433300000000000018e-01,2.199999999999999872e-02
4.450000000000000067e-01,1.299999999999999940e-02
4.466700000000000115e-01,5.000000000000000104e-03
4.483300000000000063e-01,1.700000000000000122e-02
4.500000000000000111e-01,2.199999999999999872e-02
4.516700000000000159e-01,1.299999999999999940e-02
4.533300000000000107e-01,4.000000000000000083e-03
4.550000000000000155e-01,1.799999999999999864e-02
4.566700000000000204e-01,2.199999999999999872e-02
4.583300000000000152e-01,1.400000000000000029e-02
4.600000000000000200e-01,7.000000000000000146e-03
4.616700000000000248e-01,1.899999999999999953e-02
4.633300000000000196e-01,2.800000000000000058e-02
4.650000000000000244e-01,1.799999999999999864e-02
4.666699999999999737e-01,5.000000000000000104e-03
4.683300000000000241e-01,1.200000000000000025e-02
4.699999999999999734e-01,1.700000000000000122e-02
4.716699999999999782e-01,6.000000000000000125e-03
4.733299999999999730e-01,2.000000000000000042e-03
4.749999999999999778e-01,1.600000000000000033e-02
4.766699999999999826e-01,2.100000000000000130e-02
4.783299999999999774e-01,1.299999999999999940e-02
4.799999999999999822e-01,2.000000000000000042e-03
4.816699999999999871e-01,8.000000000000000167e-03
4.833299999999999819e-01,1.299999999999999940e-02
4.849999999999999867e-01,6.000000000000000125e-03
4.866699999999999915e-01,-4.000000000000000083e-03
4.883299999999999863e-01,8.999999999999999320e-03
4.899999999999999911e-01,1.899999999999999953e-02
4.916699999999999959e-01,1.000000000000000021e-02
4.933299999999999907e-01,-1.000000000000000021e-03
4.949999999999999956e-01,6.000000000000000125e-03
4.966700000000000004e-01,1.299999999999999940e-02
4.983299999999999952e-01,1.200000000000000025e-02
5.000000000000000000e-01,2.000000000000000042e-03
5.016699999999999493e-01,7.000000000000000146e-03
5.033300000000000551e-01,1.299999999999999940e-02
5.050000000000000044e-01,8.000000000000000167e-03
5.066699999999999537e-01,-4.000000000000000083e-03
5.083299999999999486e-01,3.000000000000000062e-03
5.100000000000000089e-01,1.200000000000000025e-02
5.116699999999999582e-01,8.000000000000000167e-03
5.133299999999999530e-01,-3.000000000000000062e-03
5.150000000000000133e-01,5.000000000000000104e-03
5.166699999999999626e-01,1.200000000000000025e-02
5.183299999999999574e-01,3.000000000000000062e-03
5.200000000000000178e-01,-8.999999999999999320e-03
5.216699999999999671e-01,2.000000000000000042e-03
5.233299999999999619e-01,1.499999999999999944e-02
5.250000000000000222e-01,1.000000000000000021e-02
5.266699999999999715e-01,0.000000000000000000e+00
5.283299999999999663e-01,1.000000000000000021e-02
5.300000000000000266e-01,2.100000000000000130e-02
5.316699999999999759e-01,1.600000000000000033e-02
5.333299999999999708e-01,1.000000000000000021e-03
5.350000000000000311e-01,4.000000000000000083e-03
5.366699999999999804e-01,1.299999999999999940e-02
5.383299999999999752e-01,6.000000000000000125e-03
5.400000000000000355e-01,-3.000000000000000062e-03
5.416699999999999848e-01,5.000000000000000104e-03
5.433299999999999796e-01,1.400000000000000029e-02
5.450000000000000400e-01,1.099999999999999936e-02
5.466699999999999893e-01,0.000000000000000000e+00
5.483299999999999841e-01,5.000000000000000104e-03
5.500000000000000444e-01,1.600000000000000033e-02
5.516699999999999937e-01,1.600000000000000033e-02
5.533299999999999885e-01,3.000000000000000062e-03
5.550000000000000488e-01,8.999999999999999320e-03
5.566699999999999982e-01,1.899999999999999953e-02
5.583299999999999930e-01,1.600000000000000033e-02
5.600000000000000533e-01,1.000000000000000021e-03
5.616700000000000026e-01,4.000000000000000083e-03
5.633299999999999974e-01,1.499999999999999944e-02
5.649999999999999467e-01,1.499999999999999944e-02
5.666700000000000070e-01,2.000000000000000042e-03
5.683300000000000018e-01,8.000000000000000167e-03
5.699999999999999512e-01,2.000000000000000042e-02
5.716700000000000115e-01,1.899999999999999953e-02
5.733300000000000063e-01,7.000000000000000146e-03
5.749999999999999556e-01,1.000000000000000021e-02
5.766700000000000159e-01,2.000000000000000042e-02
5.783300000000000107e-01,2.000000000000000042e-02
5.799999999999999600e-01,8.999999999999999320e-03
5.816700000000000204e-01,1.200000000000000025e-02
5.833300000000000152e-01,2.400000000000000050e-02
5.849999999999999645e-01,2.299999999999999961e-02
5.866700000000000248e-01,1.000000000000000021e-02
5.883300000000000196e-01,1.299999999999999940e-02
5.899999999999999689e-01,2.400000000000000050e-02
5.916700000000000292e-01,2.599999999999999881e-02
5.933300000000000241e-01,1.200000000000000025e-02
5.949999999999999734e-01,1.299999999999999940e-02
5.966700000000000337e-01,2.400000000000000050e-02
5.983300000000000285e-01,2.299999999999999961e-02
5.999999999999999778e-01,8.000000000000000167e-03
6.016700000000000381e-01,8.000000000000000167e-03
6.033300000000000329e-01,1.700000000000000122e-02
6.049999999999999822e-01,2.100000000000000130e-02
6.066700000000000426e-01,8.999999999999999320e-03
6.083300000000000374e-01,6.000000000000000125e-03
6.099999999999999867e-01,1.700000000000000122e-02
6.116700000000000470e-01,1.899999999999999953e-02
6.133300000000000418e-01,8.000000000000000167e-03
6.149999999999999911e-01,8.000000000000000167e-03
6.166700000000000514e-01,2.100000000000000130e-02
6.183300000000000463e-01,2.400000000000000050e-02
6.199999999999999956e-01,1.000000000000000021e-02
6.216699999999999449e-01,4.000000000000000083e-03
6.233300000000000507e-01,1.400000000000000029e-02
6.250000000000000000e-01,1.499999999999999944e-02
6.266699999999999493e-01,1.000000000000000021e-03
6.283300000000000551e-01,-1.000000000000000021e-03
6.300000000000000044e-01,1.299999999999999940e-02
6.316699999999999537e-01,1.799999999999999864e-02
6.333299999999999486e-01,5.000000000000000104e-03
6.350000000000000089e-01,-1.000000000000000021e-03
6.366699999999999582e-01,1.299999999999999940e-02
6.383299999999999530e-01,1.499999999999999944e-02
6.400000000000000133e-01,6.000000000000000125e-03
6.416699999999999626e-01,6.000000000000000125e-03
6.433299999999999574e-01,1.899999999999999953e-02
6.450000000000000178e-01,2.000000000000000042e-02
6.466699999999999671e-01,1.099999999999999936e-02
6.483299999999999619e-01,6.000000000000000125e-03
6.500000000000000222e-01,1.400000000000000029e-02
6.516699999999999715e-01,1.299999999999999940e-02
6.533299999999999663e-01,3.000000000000000062e-03
6.550000000000000266e-01,0.000000000000000000e+00
6.566699999999999759e-01,1.299999999999999940e-02
6.583299999999999708e-01,2.000000000000000042e-02
6.600000000000000311e-01,8.999999999999999320e-03
6.616699999999999804e-01,1.000000000000000021e-03
6.633299999999999752e-01,1.099999999999999936e-02
6.650000000000000355e-01,1.400000000000000029e-02
6.666699999999999848e-01,6.000000000000000125e-03
6.683299999999999796e-01,0.000000000000000000e+00
6.700000000000000400e-01,1.200000000000000025e-02
6.716699999999999893e-01,1.499999999999999944e-02
6.733299999999999841e-01,6.000000000000000125e-03
6.750000000000000444e-01,-3.000000000000000062e-03
6.766699999999999937e-01,1.200000000000000025e-02
6.783299999999999885e-01,1.400000000000000029e-02
6.800000000000000488e-01,6.000000000000000125e-03
6.816699999999999982e-01,-3.000000000000000062e-03
6.833299999999999930e-01,1.099999999999999936e-02
6.850000000000000533e-01,1.799999999999999864e-02
6.866700000000000026e-01,1.000000000000000021e-02
6.883299999999999974e-01,1.000000000000000021e-03
6.899999999999999467e-01,1.400000000000000029e-02
6.916700000000000070e-01,1.899999999999999953e-02
6.933300000000000018e-01,8.999999999999999320e-03
6.949999999999999512e-01,-4.000000000000000083e-03
6.966700000000000115e-01,6.000000000000000125e-03
6.983300000000000063e-01,1.099999999999999936e-02
6.999999999999999556e-01,3.000000000000000062e-03
7.016700000000000159e-01,-8.999999999999999320e-03
7.033300000000000107e-01,4.000000000000000083e-03
7.049999999999999600e-01,8.000000000000000167e-03
7.066700000000000204e-01,3.000000000000000062e-03
7.083300000000000152e-01,-7.000000000000000146e-03
7.099999999999999645e-01,5.000000000000000104e-03
7.116700000000000248e-01,1.099999999999999936e-02
7.133300000000000196e-01,3.000000000000000062e-03
7.149999999999999689e-01,-8.000000000000000167e-03
7.166700000000000292e-01,1.000000000000000021e-03
7.183300000000000241e-01,7.000000000000000146e-03
7.199999999999999734e-01,3.000000000000000062e-03
7.216700000000000337e-01,-8.000000000000000167e-03
7.233300000000000285e-01,3.000000000000000062e-03
7.249999999999999778e-01,1.299999999999999940e-02
7.266700000000000381e-01,8.000000000000000167e-03
7.283300000000000329e-01,-6.000000000000000125e-03
7.299999999999999822e-01,3.000000000000000062e-03
7.316700000000000426e-01,1.000000000000000021e-02
7.333300000000000374e-01,5.000000000000000104e-03
7.349999999999999867e-01,-7.000000000000000146e-03
7.366700000000000470e-01,0.000000000000000000e+00
7.383300000000000418e-01,8.000000000000000167e-03
7.399999999999999911e-01,6.000000000000000125e-03
7.416700000000000514e-01,-7.000000000000000146e-03
7.433300000000000463e-01,5.000000000000000104e-03
7.449999999999999956e-01,1.400000000000000029e-02
7.466699999999999449e-01,1.099999999999999936e-02
7.483300000000000507e-01,-5.000000000000000104e-03
7.500000000000000000e-01,4.000000000000000083e-03
7.516699999999999493e-01,1.099999999999999936e-02
7.533300000000000551e-01,5.000000000000000104e-03
7.550000000000000044e-01,-1.000000000000000021e-02
7.566699999999999537e-01,-1.000000000000000021e-03
7.583299999999999486e-01,8.000000000000000167e-03
7.600000000000000089e-01,2.000000000000000042e-03
7.616699999999999582e-01,-1.400000000000000029e-02
7.633299999999999530e-01,-4.000000000000000083e-03
7.650000000000000133e-01,8.000000000000000167e-03
7.666699999999999626e-01,2.000000000000000042e-03
7.683299999999999574e-01,-1.099999999999999936e-02
7.700000000000000178e-01,-2.000000000000000042e-03
7.716699999999999671e-01,8.999999999999999320e-03
7.733299999999999619e-01,1.000000000000000021e-02
7.750000000000000222e-01,-4.000000000000000083e-03
7.766699999999999715e-01,2.000000000000000042e-03
7.783299999999999663e-01,1.200000000000000025e-02
7.800000000000000266e-01,1.099999999999999936e-02
7.816699999999999759e-01,-3.000000000000000062e-03
7.833299999999999708e-01,2.000000000000000042e-03
7.850000000000000311e-01,1.299999999999999940e-02
7.866699999999999804e-01,1.000000000000000021e-02
7.883299999999999752e-01,-4.000000000000000083e-03
7.900000000000000355e-01,-1.000000000000000021e-03
7.916699999999999848e-01,1.200000000000000025e-02
7.933299999999999796e-01,1.299999999999999940e-02
7.950000000000000400e-01,-2.000000000000000042e-03
7.966699999999999893e-01,2.000000000000000042e-03
7.983299999999999841e-01,1.499999999999999944e-02
8.000000000000000444e-01,1.600000000000000033e-02
8.016699999999999937e-01,0.000000000000000000e+00
8.033299999999999885e-01,4.000000000000000083e-03
8.050000000000000488e-01,1.600000000000000033e-02
8.066699999999999982e-01,1.099999999999999936e-02
8.083299999999999930e-01,-3.000000000000000062e-03
8.100000000000000533e-01,-2.000000000000000042e-03
8.116700000000000026e-01,1.000000000000000021e-02
8.133299999999999974e-01,1.000000000000000021e-02
8.149999999999999467e-01,-1.000000000000000021e-03
8.166700000000000070e-01,0.000000000000000000e+00
8.183300000000000018e-01,1.000000000000000021e-02
8.199999999999999512e-01,8.999999999999999320e-03
8.216700000000000115e-01,-5.000000000000000104e-03
8.233300000000000063e-01,-6.000000000000000125e-03
8.249999999999999556e-01,8.999999999999999320e-03
8.266700000000000159e-01,1.000000000000000021e-02
8.283300000000000107e-01,-2.000000000000000042e-03
8.299999999999999600e-01,-3.000000000000000062e-03
8.316700000000000204e-01,1.099999999999999936e-02
8.333300000000000152e-01,1.299999999999999940e-02
8.349999999999999645e-01,-3.000000000000000062e-03
8.366700000000000248e-01,-8.000000000000000167e-03
8.383300000000000196e-01,7.000000000000000146e-03
8.399999999999999689e-01,1.099999999999999936e-02
8.416700000000000292e-01,-2.000000000000000042e-03
8.433300000000000241e-01,-4.000000000000000083e-03
8.449999999999999734e-01,8.000000000000000167e-03
8.466700000000000337e-01,8.999999999999999320e-03
8.483300000000000285e-01,-2.000000000000000042e-03
8.499999999999999778e-01,-5.000000000000000104e-03
8.516700000000000381e-01,7.000000000000000146e-03
8.533300000000000329e-01,8.999999999999999320e-03
8.549999999999999822e-01,-2.000000000000000042e-03
8.566700000000000426e-01,-1.200000000000000025e-02
8.583300000000000374e-01,0.000000000000000000e+00
8.599999999999999867e-01,5.000000000000000104e-03
8.616700000000000470e-01,-4.000000000000000083e-03
8.633300000000000418e-01,-1.200000000000000025e-02
8.649999999999999911e-01,1.000000000000000021e-03
8.666700000000000514e-01,5.000000000000000104e-03
8.683300000000000463e-01,-4.000000000000000083e-03
8.699999999999999956e-01,-1.499999999999999944e-02
8.716699999999999449e-01,-1.000000000000000021e-03
8.733300000000000507e-01,3.000000000000000062e-03
8.750000000000000000e-01,-3.000000000000000062e-03
8.766699999999999493e-01,-8.000000000000000167e-03
8.783300000000000551e-01,5.000000000000000104e-03
8.800000000000000044e-01,8.999999999999999320e-03
8.816699999999999537e-01,-3.000000000000000062e-03
8.833299999999999486e-01,-1.299999999999999940e-02
8.850000000000000089e-01,-1.000000000000000021e-03
8.866699999999999582e-01,6.000000000000000125e-03
8.883299999999999530e-01,-1.000000000000000021e-03
8.900000000000000133e-01,-1.099999999999999936e-02
8.916699999999999626e-01,2.000000000000000042e-03
8.933299999999999574e-01,5.000000000000000104e-03
8.950000000000000178e-01,-7.000000000000000146e-03
8.966699999999999671e-01,-1.899999999999999953e-02
8.983299999999999619e-01,0.000000000000000000e+00
9.000000000000000222e-01,1.000000000000000021e-02
9.016699999999999715e-01,2.000000000000000042e-03
9.033299999999999663e-01,-8.999999999999999320e-03
9.050000000000000266e-01,2.000000000000000042e-03
9.066699999999999759e-01,6.000000000000000125e-03
9.083299999999999708e-01,1.000000000000000021e-03
9.100000000000000311e-01,-1.200000000000000025e-02
9.116699999999999804e-01,1.000000000000000021e-03
9.133299999999999752e-01,8.999999999999999320e-03
9.150000000000000355e-01,4.000000000000000083e-03
9.166699999999999848e-01,-6.000000000000000125e-03
9.183299999999999796e-01,6.000000000000000125e-03
9.200000000000000400e-01,1.200000000000000025e-02
9.216699999999999893e-01,8.000000000000000167e-03
9.233299999999999841e-01,-4.000000000000000083e-03
9.250000000000000444e-01,6.000000000000000125e-03
9.266699999999999937e-01,1.400000000000000029e-02
9.283299999999999885e-01,1.099999999999999936e-02
9.300000000000000488e-01,-3.000000000000000062e-03
9.316699999999999982e-01,1.099999999999999936e-02
9.333299999999999930e-01,2.100000000000000130e-02
9.350000000000000533e-01,1.700000000000000122e-02
9.366700000000000026e-01,1.000000000000000021e-03
9.383299999999999974e-01,8.999999999999999320e-03
9.399999999999999467e-01,1.400000000000000029e-02
9.416700000000000070e-01,6.000000000000000125e-03
9.433300000000000018e-01,-8.000000000000000167e-03
9.449999999999999512e-01,-1.000000000000000021e-03
9.466700000000000115e-01,1.000000000000000021e-03
9.483300000000000063e-01,-6.000000000000000125e-03
9.499999999999999556e-01,-1.799999999999999864e-02
9.516700000000000159e-01,-3.000000000000000062e-03
9.533300000000000107e-01,8.999999999999999320e-03
